cluster id	num of members	protein name	role_ids	attributes	locus	db
5564	1	hypothetical protein	0		B7L46_RS15325	HWBA8
5566	1	hypothetical protein	0		B7L46_RS15435	HWBA8
5567	1	spore coat protein CotH	0		B7L46_RS15455	HWBA8
5568	1	BspA family leucine-rich repeat surface protein	0		B7L46_RS15460	HWBA8
5571	1	hypothetical protein	0		B7L46_RS15500	HWBA8
5578	1	helicase	0		B7L46_RS16145	HWBA8
5597	1	IS4-like element IS10A family transposase	0		B7L46_RS17870	HWBA8
5617	1	hypothetical protein	0		B7L46_RS18760	HWBA8
5618	1	hypothetical protein	0		B7L46_RS19025	HWBA8
5619	1	membrane-bound PQQ-dependent dehydrogenase, glucose/quinate/shikimate family	0		B7L46_RS19035	HWBA8
5620	1	transcriptional regulator	0		B7L46_RS19040	HWBA8
5621	1	zinc-binding dehydrogenase	0		B7L46_RS19045	HWBA8
5622	1	glutathione S-transferase	0		B7L46_RS19050	HWBA8
5623	1	DoxX family protein	0		B7L46_RS19055	HWBA8
5624	1	azoreductase	0		B7L46_RS19060	HWBA8
5625	1	LysR family transcriptional regulator	0		B7L46_RS19065	HWBA8
5626	1	MBL fold metallo-hydrolase	0		B7L46_RS19070	HWBA8
5627	1	hypothetical protein	0		B7L46_RS19075	HWBA8
5628	1	MFS transporter	0		B7L46_RS19080	HWBA8
5629	1	esterase	0		B7L46_RS19085	HWBA8
5630	1	hypothetical protein	0	FG-Out	B7L46_RS19100	HWBA8
5642	1	hypothetical protein	0		B7L46_RS19225	HWBA8
5649	1	hypothetical protein	0		B7L46_RS20210	HWBA8
5650	1	hypothetical protein	0		B7L46_RS20215	HWBA8
5651	1	hypothetical protein	0		B7L46_RS20220	HWBA8
5652	1	hypothetical protein	0		B7L46_RS20230	HWBA8
5653	1	hypothetical protein	0		B7L46_RS20235	HWBA8
5654	1	hypothetical protein	0		B7L46_RS20240	HWBA8
5655	1	DUF2612 domain-containing protein	0		B7L46_RS20245	HWBA8
5656	1	hypothetical protein	0		B7L46_RS20250	HWBA8
5657	1	hypothetical protein	0		B7L46_RS20255	HWBA8
5658	1	hypothetical protein	0		B7L46_RS20260	HWBA8
5659	1	hypothetical protein	0		B7L46_RS20265	HWBA8
5660	1	hypothetical protein	0		B7L46_RS20270	HWBA8
5661	1	hypothetical protein	0		B7L46_RS20275	HWBA8
5662	1	hypothetical protein	0		B7L46_RS20280	HWBA8
5663	1	hypothetical protein	0		B7L46_RS20285	HWBA8
5664	1	hypothetical protein	0		B7L46_RS20290	HWBA8
5665	1	DUF3277 domain-containing protein	0		B7L46_RS20295	HWBA8
5666	1	DUF3383 domain-containing protein	0		B7L46_RS20300	HWBA8
5667	1	hypothetical protein	0		B7L46_RS20305	HWBA8
5668	1	hypothetical protein	0		B7L46_RS20310	HWBA8
5669	1	hypothetical protein	0		B7L46_RS20315	HWBA8
5670	1	DUF4054 domain-containing protein	0		B7L46_RS20320	HWBA8
5671	1	hypothetical protein	0		B7L46_RS20325	HWBA8
5672	1	DUF2184 domain-containing protein	0		B7L46_RS20330	HWBA8
5673	1	hypothetical protein	0		B7L46_RS20335	HWBA8
5674	1	DUF2213 domain-containing protein	0		B7L46_RS20340	HWBA8
5675	1	hypothetical protein	0		B7L46_RS20345	HWBA8
5676	1	SPP1 family phage head morphogenesis protein	0		B7L46_RS20350	HWBA8
5677	1	DUF1073 domain-containing protein	0		B7L46_RS20355	HWBA8
5678	1	hypothetical protein	0		B7L46_RS20360	HWBA8
5680	1	hypothetical protein	0		B7L46_RS20385	HWBA8
5682	1	hypothetical protein	0		B7L46_RS20490	HWBA8
5683	1	rhombosortase	0		IX88_RS00005	AB031
5684	1	50S ribosomal protein L17	0		IX88_RS00030	AB031
5685	1	DNA-directed RNA polymerase subunit alpha	0		IX88_RS00035	AB031
5686	1	30S ribosomal protein S4	0		IX88_RS00040	AB031
5687	1	30S ribosomal protein S11	0		IX88_RS00045	AB031
5688	1	30S ribosomal protein S13	0		IX88_RS00050	AB031
5689	1	50S ribosomal protein L36	0		IX88_RS00055	AB031
5690	1	preprotein translocase subunit SecY	0		IX88_RS00060	AB031
5693	1	TIR domain-containing protein	0		IX88_RS01055	AB031
5694	1	hypothetical protein	0		IX88_RS01060	AB031
5695	1	DUF1828 domain-containing protein	0		IX88_RS01065	AB031
5696	1	hypothetical protein	0		IX88_RS01070	AB031
5697	1	hypothetical protein	0		IX88_RS01570	AB031
5698	1	hypothetical protein	0		IX88_RS01610	AB031
5700	1	hypothetical protein	0		IX88_RS01620	AB031
5702	1	hypothetical protein	0		IX88_RS02560	AB031
5703	1	glycosyltransferase family 2 protein	0		IX88_RS02565	AB031
5704	1	glycosyltransferase family 4 protein	0		IX88_RS02570	AB031
5705	1	O-antigen polysaccharide polymerase Wzy	0		IX88_RS02575	AB031
5706	1	glycosyl transferase	0		IX88_RS02580	AB031
5707	1	glycosyltransferase family 1 protein	0		IX88_RS02585	AB031
5708	1	hypothetical protein	0		IX88_RS18000	AB031
5709	1	hypothetical protein	0		IX88_RS02675	AB031
5710	1	hypothetical protein	0		IX88_RS02685	AB031
5711	1	TIGR02646 family protein	0		IX88_RS04950	AB031
5712	1	hypothetical protein	0		IX88_RS04955	AB031
5713	1	RNA-directed DNA polymerase	0		IX88_RS04960	AB031
5714	1	hypothetical protein	0		IX88_RS05590	AB031
5715	1	hypothetical protein	0		IX88_RS05595	AB031
5716	1	RES domain-containing protein	0		IX88_RS05600	AB031
5717	1	glycyl-tRNA synthetase subunit alpha	0		IX88_RS05605	AB031
5718	1	hypothetical protein	0		IX88_RS05610	AB031
5719	1	hypothetical protein	0		IX88_RS05615	AB031
5720	1	SAM-dependent DNA methyltransferase	0		IX88_RS06465	AB031
5721	1	hypothetical protein	0		IX88_RS18010	AB031
5722	1	hypothetical protein	0		IX88_RS06475	AB031
5723	1	hypothetical protein	0		IX88_RS06480	AB031
5724	1	restriction endonuclease subunit R	0		IX88_RS06485	AB031
5728	1	hypothetical protein	0		IX88_RS06540	AB031
5729	1	hypothetical protein	0		IX88_RS06795	AB031
5730	1	hypothetical protein	0	FG-Out	IX88_RS07100	AB031
5731	1	hypothetical protein	0		IX88_RS07105	AB031
5732	1	hypothetical protein	0		IX88_RS07250	AB031
5733	1	hypothetical protein	0		IX88_RS07255	AB031
5737	1	hypothetical protein	0		IX88_RS07325	AB031
5744	1	mercuric transporter periplasmic component	0	FG-Out	IX88_RS18185	AB031
5745	1	mercury transporter MerC	0		IX88_RS07415	AB031
5749	1	hypothetical protein	0		IX88_RS07490	AB031
5751	1	hypothetical protein	0		IX88_RS07505	AB031
5752	1	hypothetical protein	0		IX88_RS07510	AB031
5753	1	hypothetical protein	0		IX88_RS07515	AB031
5754	1	sel1 repeat family protein	0		IX88_RS07520	AB031
5755	1	sel1 repeat family protein	0		IX88_RS07525	AB031
5756	1	hypothetical protein	0		IX88_RS07530	AB031
5757	1	hypothetical protein	0		IX88_RS07535	AB031
5760	1	hypothetical protein	0		IX88_RS08350	AB031
5761	1	hypothetical protein	0		IX88_RS08360	AB031
5762	1	hypothetical protein	0		IX88_RS18015	AB031
5763	1	hypothetical protein	0		IX88_RS08435	AB031
5764	1	DNA replication protein	0		IX88_RS10715	AB031
5765	1	hypothetical protein	0		IX88_RS10720	AB031
5766	1	hypothetical protein	0		IX88_RS10725	AB031
5767	1	hypothetical protein	0		IX88_RS10730	AB031
5768	1	hypothetical protein	0		IX88_RS18275	AB031
5769	1	hypothetical protein	0		IX88_RS10750	AB031
5770	1	hypothetical protein	0		IX88_RS10760	AB031
5771	1	hypothetical protein	0		IX88_RS10835	AB031
5772	1	hypothetical protein	0		IX88_RS10840	AB031
5777	1	hypothetical protein	0		IX88_RS12125	AB031
5778	1	hypothetical protein	0		IX88_RS12130	AB031
5779	1	hypothetical protein	0		IX88_RS12165	AB031
5781	1	hypothetical protein	0		IX88_RS12215	AB031
5782	1	negative regulator GrlR	0		IX88_RS12220	AB031
5783	1	phage tail length tape measure protein	0		IX88_RS12225	AB031
5784	1	hypothetical protein	0		IX88_RS12230	AB031
5785	1	hypothetical protein	0		IX88_RS12235	AB031
5786	1	hypothetical protein	0		IX88_RS12245	AB031
5787	1	hypothetical protein	0		IX88_RS12250	AB031
5797	1	hypothetical protein	0		IX88_RS12375	AB031
5798	1	HNH endonuclease	0		IX88_RS12405	AB031
5799	1	hypothetical protein	0		IX88_RS12410	AB031
5800	1	DNA replication protein	0		IX88_RS12420	AB031
5801	1	hypothetical protein	0		IX88_RS12425	AB031
5802	1	ATPase AAA	0		IX88_RS12480	AB031
5803	1	hypothetical protein	0		IX88_RS12495	AB031
5806	1	RNA polymerase sigma factor	0		IX88_RS13630	AB031
5808	1	hypothetical protein	0		IX88_RS13640	AB031
5812	1	hypothetical protein	0		IX88_RS13775	AB031
5813	1	hypothetical protein	0		IX88_RS13780	AB031
5814	1	Arc family DNA-binding protein	0		IX88_RS18350	AB031
5815	1	hypothetical protein	0		IX88_RS13795	AB031
5816	1	hypothetical protein	0		IX88_RS13800	AB031
5817	1	hypothetical protein	0		IX88_RS13805	AB031
5818	1	hypothetical protein	0		IX88_RS13810	AB031
5819	1	hypothetical protein	0		IX88_RS13815	AB031
5820	1	hypothetical protein	0		IX88_RS13820	AB031
5821	1	hypothetical protein	0		IX88_RS13825	AB031
5822	1	hypothetical protein	0		IX88_RS13830	AB031
5823	1	hypothetical protein	0		IX88_RS13835	AB031
5824	1	hypothetical protein	0		IX88_RS13840	AB031
5825	1	hypothetical protein	0		IX88_RS13845	AB031
5826	1	hypothetical protein	0		IX88_RS13850	AB031
5827	1	hypothetical protein	0		IX88_RS13855	AB031
5828	1	DNA packaging protein	0		IX88_RS13860	AB031
5829	1	hypothetical protein	0		IX88_RS13865	AB031
5831	1	hypothetical protein	0		IX88_RS13875	AB031
5832	1	hypothetical protein	0		IX88_RS13880	AB031
5833	1	hypothetical protein	0		IX88_RS13885	AB031
5835	1	hypothetical protein	0		IX88_RS13895	AB031
5839	1	hypothetical protein	0		IX88_RS13915	AB031
5840	1	hypothetical protein	0		IX88_RS13920	AB031
5841	1	HNH endonuclease	0		IX88_RS13925	AB031
5842	1	hypothetical protein	0		IX88_RS13930	AB031
5845	1	DNA replication protein DnaD	0		IX88_RS13955	AB031
5848	1	hypothetical protein	0		IX88_RS13980	AB031
5852	1	hypothetical protein	0		IX88_RS14005	AB031
5854	1	hypothetical protein	0		IX88_RS14020	AB031
5855	1	hypothetical protein	0		IX88_RS14025	AB031
5858	1	hypothetical protein	0		IX88_RS14635	AB031
5859	1	hypothetical protein	0		IX88_RS14675	AB031
5860	1	hypothetical protein	0		IX88_RS14720	AB031
5861	1	hypothetical protein	0		IX88_RS14725	AB031
5862	1	hypothetical protein	0		IX88_RS14730	AB031
5863	1	hypothetical protein	0		IX88_RS14735	AB031
5864	1	hypothetical protein	0		IX88_RS14745	AB031
5865	1	hypothetical protein	0		IX88_RS14750	AB031
5866	1	helix-turn-helix transcriptional regulator	0		IX88_RS14755	AB031
5867	1	hypothetical protein	0		IX88_RS14760	AB031
5868	1	hypothetical protein	0		IX88_RS14765	AB031
5869	1	KTSC domain-containing protein	0		IX88_RS14770	AB031
5870	1	hypothetical protein	0		IX88_RS14775	AB031
5873	1	hypothetical protein	0		IX88_RS15025	AB031
5876	1	hypothetical protein	0		IX88_RS18370	AB031
5877	1	MerR family transcriptional regulator	0		IX88_RS16025	AB031
5878	1	PhzF family phenazine biosynthesis protein	0		IX88_RS16030	AB031
5880	1	type VI secretion system tip protein VgrG	0		IX88_RS16050	AB031
5881	1	TetR/AcrR family transcriptional regulator	0		IX88_RS16055	AB031
5882	1	hypothetical protein	0		IX88_RS16060	AB031
5883	1	YqaJ-like viral recombinase	0		IX88_RS16065	AB031
5894	1	hypothetical protein	0		IX88_RS16115	AB031
5895	1	hypothetical protein	0		IX88_RS16120	AB031
5896	1	AlpA family phage regulatory protein	0		IX88_RS16125	AB031
5897	1	hypothetical protein	0		IX88_RS16130	AB031
5898	1	integrase	0		IX88_RS16135	AB031
5904	1	DUF4760 domain-containing protein	0		IX88_RS17415	AB031
5905	1	30S ribosomal protein S4	0		IX88_RS17945	AB031
5906	1	30S ribosomal protein S11	0		IX88_RS17950	AB031
5907	1	30S ribosomal protein S13	0		IX88_RS17955	AB031
5908	1	50S ribosomal protein L36	0		IX88_RS17960	AB031
5909	1	preprotein translocase subunit SecY	0		IX88_RS17965	AB031
5910	1	50S ribosomal protein L15	0		IX88_RS17970	AB031
5911	1	50S ribosomal protein L30	0		IX88_RS17975	AB031
5912	1	50S ribosomal protein L6	0		IX88_RS17990	AB031
5913	1	hypothetical protein	0		A4U85_RS00585	ab736
5914	1	site-specific integrase	0		A4U85_RS00975	ab736
5915	1	site-specific integrase	0		A4U85_RS00980	ab736
5916	1	hypothetical protein	0		A4U85_RS00985	ab736
5917	1	hypothetical protein	0		A4U85_RS00990	ab736
5918	1	hypothetical protein	0		A4U85_RS00995	ab736
5919	1	type II toxin-antitoxin system Phd/YefM family antitoxin	0		A4U85_RS01000	ab736
5920	1	hypothetical protein	0		A4U85_RS01005	ab736
5921	1	RloB domain-containing protein	0		A4U85_RS01125	ab736
5922	1	ATP-binding protein	0		A4U85_RS01130	ab736
5929	1	hypothetical protein	0		A4U85_RS03990	ab736
5930	1	phage-related reverse	0		A4U85_RS03995	ab736
5931	1	hypothetical protein	0		A4U85_RS04000	ab736
5932	1	hypothetical protein	0		A4U85_RS04010	ab736
5933	1	hypothetical protein	0		A4U85_RS04095	ab736
5935	1	phage antirepressor	0		A4U85_RS05425	ab736
5936	1	hypothetical protein	0		A4U85_RS05435	ab736
5941	1	DUF4411 domain-containing protein	0		A4U85_RS05485	ab736
5942	1	ImmA/IrrE family metallo-endopeptidase	0		A4U85_RS05490	ab736
5946	1	hypothetical protein	0		A4U85_RS05535	ab736
5947	1	hypothetical protein	0		A4U85_RS05540	ab736
5948	1	hypothetical protein	0		A4U85_RS05545	ab736
5949	1	hypothetical protein	0		A4U85_RS05550	ab736
5954	1	hypothetical protein	0		A4U85_RS05580	ab736
5956	1	hypothetical protein	0		A4U85_RS05595	ab736
5957	1	hypothetical protein	0		A4U85_RS05605	ab736
5958	1	DUF2280 domain-containing protein	0		A4U85_RS05610	ab736
5959	1	hypothetical protein	0		A4U85_RS05615	ab736
5970	1	hypothetical protein	0		A4U85_RS05675	ab736
5971	1	hypothetical protein	0		A4U85_RS05680	ab736
5982	1	tape measure domain-containing protein	0		A4U85_RS05740	ab736
5987	1	hypothetical protein	0		A4U85_RS05770	ab736
5988	1	hypothetical protein	0		A4U85_RS05775	ab736
5989	1	IS701 family transposase	0		A4U85_RS06265	ab736
5991	1	DUF596 domain-containing protein	0		A4U85_RS08305	ab736
5992	1	hypothetical protein	0		A4U85_RS08310	ab736
5993	1	hypothetical protein	0		A4U85_RS08480	ab736
5994	1	hypothetical protein	0		A4U85_RS08485	ab736
5995	1	hypothetical protein	0		A4U85_RS08490	ab736
5996	1	hypothetical protein	0		A4U85_RS08495	ab736
5997	1	LlaJI family restriction endonuclease	0		A4U85_RS08500	ab736
5998	1	hypothetical protein	0		A4U85_RS08505	ab736
5999	1	DNA cytosine methyltransferase	0		A4U85_RS08510	ab736
6000	1	very short patch repair endonuclease	0		A4U85_RS08515	ab736
6001	1	DUF262 domain-containing protein	0		A4U85_RS08520	ab736
6002	1	hypothetical protein	0		A4U85_RS08525	ab736
6003	1	DUF3696 domain-containing protein	0		A4U85_RS08530	ab736
6004	1	hypothetical protein	0		A4U85_RS08535	ab736
6005	1	hypothetical protein	0		A4U85_RS08600	ab736
6006	1	type III restriction endonuclease subunit R	0		A4U85_RS08605	ab736
6011	1	ATP-binding protein	0		A4U85_RS10040	ab736
6012	1	hypothetical protein	0		A4U85_RS10045	ab736
6016	1	class I SAM-dependent DNA methyltransferase	0		A4U85_RS10065	ab736
6017	1	Arc family DNA-binding protein	0		A4U85_RS10070	ab736
6018	1	Arc family DNA-binding protein	0		A4U85_RS10075	ab736
6019	1	transposase	0		A4U85_RS10080	ab736
6020	1	hypothetical protein	0		A4U85_RS10085	ab736
6021	1	hypothetical protein	0	FG-Out	A4U85_RS10090	ab736
6022	1	hypothetical protein	0		A4U85_RS11030	ab736
6023	1	sel1 repeat family protein	0		A4U85_RS11040	ab736
6024	1	hypothetical protein	0		A4U85_RS11050	ab736
6025	1	hypothetical protein	0		A4U85_RS11330	ab736
6028	1	hypothetical protein	0		A4U85_RS11610	ab736
6029	1	type II toxin-antitoxin system Phd/YefM family antitoxin	0		A4U85_RS11615	ab736
6030	1	hypothetical protein	0		A4U85_RS11620	ab736
6031	1	hypothetical protein	0		A4U85_RS11625	ab736
6032	1	hypothetical protein	0		A4U85_RS11630	ab736
6033	1	site-specific integrase	0		A4U85_RS11635	ab736
6034	1	site-specific integrase	0		A4U85_RS11640	ab736
6035	1	hypothetical protein	0		A4U85_RS11705	ab736
6036	1	hypothetical protein	0		A4U85_RS11710	ab736
6037	1	hypothetical protein	0		A4U85_RS11715	ab736
6038	1	hypothetical protein	0		A4U85_RS11725	ab736
6039	1	hypothetical protein	0		A4U85_RS11810	ab736
6040	1	DUF1376 domain-containing protein	0		A4U85_RS11815	ab736
6041	1	DNA methyltransferase	0		A4U85_RS11820	ab736
6042	1	hypothetical protein	0		A4U85_RS11825	ab736
6043	1	hypothetical protein	0		A4U85_RS11830	ab736
6044	1	hypothetical protein	0		A4U85_RS11835	ab736
6045	1	hypothetical protein	0		A4U85_RS11840	ab736
6046	1	hypothetical protein	0		A4U85_RS11845	ab736
6047	1	XRE family transcriptional regulator	0		A4U85_RS11850	ab736
6048	1	helix-turn-helix transcriptional regulator	0		A4U85_RS11855	ab736
6049	1	hypothetical protein	0		A4U85_RS11860	ab736
6050	1	DUF2303 domain-containing protein	0		A4U85_RS11865	ab736
6051	1	hypothetical protein	0		A4U85_RS11870	ab736
6052	1	hypothetical protein	0		A4U85_RS11875	ab736
6053	1	hypothetical protein	0		A4U85_RS11880	ab736
6054	1	ATP-dependent helicase	0		A4U85_RS11885	ab736
6055	1	hypothetical protein	0		A4U85_RS11890	ab736
6056	1	hypothetical protein	0		A4U85_RS11895	ab736
6057	1	hypothetical protein	0		A4U85_RS11915	ab736
6058	1	hypothetical protein	0		A4U85_RS11925	ab736
6059	1	hypothetical protein	0		A4U85_RS11930	ab736
6060	1	hypothetical protein	0		A4U85_RS11935	ab736
6062	1	hemolysin-type calcium-binding protein	0		A4U85_RS12195	ab736
6063	1	hypothetical protein	0		A4U85_RS12200	ab736
6065	1	hypothetical protein	0		A4U85_RS12335	ab736
6068	1	hypothetical protein	0		A4U85_RS12495	ab736
6069	1	hypothetical protein	0		A4U85_RS12500	ab736
6070	1	hypothetical protein	0		A4U85_RS12505	ab736
6071	1	hypothetical protein	0		A4U85_RS12525	ab736
6072	1	hypothetical protein	0		A4U85_RS12530	ab736
6073	1	ATPase AAA	0		A4U85_RS12585	ab736
6074	1	hypothetical protein	0		A4U85_RS12590	ab736
6077	1	hypothetical protein	0		A4U85_RS12610	ab736
6092	1	DUF2235 domain-containing protein	0		A4U85_RS14270	ab736
6093	1	DUF3304 domain-containing protein	0		A4U85_RS14275	ab736
6094	1	DUF4123 domain-containing protein	0		A4U85_RS14280	ab736
6095	1	type VI secretion system tip protein VgrG	0		A4U85_RS14285	ab736
6096	1	hypothetical protein	0		A4U85_RS14325	ab736
6097	1	hypothetical protein	0		A4U85_RS14340	ab736
6098	1	hypothetical protein	0		A4U85_RS14430	ab736
6100	1	hypothetical protein	0		A4U85_RS14475	ab736
6101	1	hypothetical protein	0		A4U85_RS15340	ab736
6102	1	type IV secretion protein Rhs	0		A4U85_RS15345	ab736
6103	1	hypothetical protein	0		A4U85_RS15350	ab736
6104	1	sel1 repeat family protein	0		A4U85_RS15355	ab736
6105	1	hypothetical protein	0		A4U85_RS15360	ab736
6106	1	hypothetical protein	0		A4U85_RS15365	ab736
6109	1	hypothetical protein	0		A4U85_RS18225	ab736
6111	1	hypothetical protein	0		A4U85_RS18280	ab736
6112	1	DUF4433 domain-containing protein	0		A4U85_RS18285	ab736
6113	1	IS701 family transposase	0		A4U85_RS18465	ab736
6114	1	DUF4942 domain-containing protein	0		A4U85_RS18470	ab736
6115	1	hypothetical protein	0		A4U85_RS18475	ab736
6116	1	hypothetical protein	0		A4U85_RS18480	ab736
6117	1	hypothetical protein	0		A4U85_RS18485	ab736
6118	1	hypothetical protein	0		A4U85_RS18490	ab736
6119	1	hypothetical protein	0		A4U85_RS18495	ab736
6120	1	hypothetical protein	0		A4U85_RS18500	ab736
6121	1	hypothetical protein	0		A4U85_RS18505	ab736
6122	1	hypothetical protein	0		A4U85_RS18510	ab736
6123	1	hypothetical protein	0		A4U85_RS18515	ab736
6124	1	hypothetical protein	0		A4U85_RS18520	ab736
6125	1	hypothetical protein	0		A4U85_RS18525	ab736
6126	1	hypothetical protein	0		A4U85_RS18530	ab736
6127	1	hypothetical protein	0		A4U85_RS18540	ab736
6128	1	hypothetical protein	0		A4U85_RS18545	ab736
6129	1	hypothetical protein	0		A4U85_RS18550	ab736
6130	1	resolvase	0		A4U85_RS18555	ab736
6131	1	hypothetical protein	0		A4U85_RS18560	ab736
6132	1	hypothetical protein	0		A4U85_RS18565	ab736
6133	1	hypothetical protein	0		A4U85_RS18570	ab736
6134	1	hypothetical protein	0		A4U85_RS18685	ab736
6135	1	hypothetical protein	0		A4U85_RS18690	ab736
6136	1	hypothetical protein	0		A4U85_RS18695	ab736
6137	1	hypothetical protein	0		A4U85_RS18700	ab736
6138	1	hypothetical protein	0		A4U85_RS18705	ab736
6139	1	hypothetical protein	0		A4U85_RS18710	ab736
6140	1	organic hydroperoxide resistance protein	0		A4U85_RS19045	ab736
6141	1	MarR family transcriptional regulator	0		A4U85_RS19050	ab736
6142	1	hypothetical protein	0		A4U85_RS19060	ab736
6143	1	hypothetical protein	0		A4U85_RS19080	ab736
6144	1	hypothetical protein	0		ABCIP7010_RS18360	manniia
6145	1	aminotransferase	0		ABCIP7010_RS00300	manniia
6146	1	O-antigen translocase	0		ABCIP7010_RS00305	manniia
6147	1	glycosyl transferase family 2	0		ABCIP7010_RS00310	manniia
6148	1	hypothetical protein	0		ABCIP7010_RS00315	manniia
6150	1	type VI secretion system tip protein VgrG	0	FG-Out	ABCIP7010_RS00440	manniia
6151	1	hypothetical protein	0		ABCIP7010_RS00445	manniia
6152	1	hypothetical protein	0		ABCIP7010_RS00450	manniia
6153	1	hypothetical protein	0		ABCIP7010_RS00455	manniia
6154	1	hypothetical protein	0		ABCIP7010_RS00460	manniia
6158	1	hypothetical protein	0		ABCIP7010_RS02685	manniia
6159	1	hypothetical protein	0		ABCIP7010_RS02690	manniia
6160	1	hypothetical protein	0		ABCIP7010_RS02695	manniia
6161	1	hypothetical protein	0		ABCIP7010_RS03480	manniia
6164	1	hypothetical protein	0		ABCIP7010_RS03500	manniia
6165	1	hypothetical protein	0		ABCIP7010_RS03530	manniia
6166	1	hypothetical protein	0		ABCIP7010_RS03545	manniia
6167	1	hypothetical protein	0		ABCIP7010_RS04415	manniia
6168	1	class I SAM-dependent DNA methyltransferase	0		ABCIP7010_RS04420	manniia
6169	1	DEAD/DEAH box helicase	0		ABCIP7010_RS04425	manniia
6170	1	hypothetical protein	0		ABCIP7010_RS04435	manniia
6171	1	DNA methyltransferase	0		ABCIP7010_RS04440	manniia
6172	1	DUF87 domain-containing protein	0		ABCIP7010_RS04445	manniia
6173	1	hypothetical protein	0		ABCIP7010_RS04450	manniia
6174	1	hypothetical protein	0		ABCIP7010_RS04455	manniia
6175	1	hypothetical protein	0		ABCIP7010_RS04460	manniia
6176	1	DUF4325 domain-containing protein	0		ABCIP7010_RS06060	manniia
6177	1	hypothetical protein	0		ABCIP7010_RS06065	manniia
6178	1	hypothetical protein	0		ABCIP7010_RS06670	manniia
6179	1	TonB-dependent receptor	0		ABCIP7010_RS09100	manniia
6180	1	hypothetical protein	0		ABCIP7010_RS09120	manniia
6181	1	hypothetical protein	0		ABCIP7010_RS09125	manniia
6182	1	hypothetical protein	0		ABCIP7010_RS09130	manniia
6183	1	hypothetical protein	0		ABCIP7010_RS09135	manniia
6184	1	DUF2523 domain-containing protein	0		ABCIP7010_RS09140	manniia
6185	1	hypothetical protein	0		ABCIP7010_RS09145	manniia
6186	1	hypothetical protein	0		ABCIP7010_RS09150	manniia
6187	1	hypothetical protein	0		ABCIP7010_RS09155	manniia
6188	1	hypothetical protein	0		ABCIP7010_RS09160	manniia
6189	1	hypothetical protein	0		ABCIP7010_RS09165	manniia
6190	1	hypothetical protein	0		ABCIP7010_RS09170	manniia
6191	1	XRE family transcriptional regulator	0		ABCIP7010_RS09175	manniia
6192	1	hypothetical protein	0		ABCIP7010_RS09180	manniia
6193	1	PaaI family thioesterase	0		ABCIP7010_RS09185	manniia
6194	1	hypothetical protein	0		ABCIP7010_RS09190	manniia
6195	1	hypothetical protein	0		ABCIP7010_RS09195	manniia
6196	1	gamma-carboxygeranoyl-CoA hydratase	0		ABCIP7010_RS09200	manniia
6197	1	IclR family transcriptional regulator	0		ABCIP7010_RS09205	manniia
6198	1	hydroxymethylglutaryl-CoA lyase	0		ABCIP7010_RS09210	manniia
6199	1	CoA transferase	0		ABCIP7010_RS09215	manniia
6200	1	acyl-CoA dehydrogenase	0		ABCIP7010_RS09220	manniia
6201	1	MFS transporter	0		ABCIP7010_RS09225	manniia
6202	1	amidohydrolase	0		ABCIP7010_RS09235	manniia
6203	1	integral membrane protein	0		ABCIP7010_RS09240	manniia
6206	1	hypothetical protein	0		ABCIP7010_RS09295	manniia
6207	1	hypothetical protein	0		ABCIP7010_RS09300	manniia
6209	1	hypothetical protein	0		ABCIP7010_RS09315	manniia
6210	1	hypothetical protein	0		ABCIP7010_RS09570	manniia
6211	1	DUF1883 domain-containing protein	0		ABCIP7010_RS12640	manniia
6212	1	hypothetical protein	0		ABCIP7010_RS12645	manniia
6218	1	hypothetical protein	0		ABCIP7010_RS12680	manniia
6225	1	hypothetical protein	0		ABCIP7010_RS12720	manniia
6227	1	hypothetical protein	0		ABCIP7010_RS12750	manniia
6246	1	DNA-binding protein	0		ABCIP7010_RS14710	manniia
6247	1	hypothetical protein	0		ABCIP7010_RS14765	manniia
6248	1	DUF262 domain-containing protein	0		ABCIP7010_RS14770	manniia
6249	1	hypothetical protein	0		ABCIP7010_RS14775	manniia
6250	1	hypothetical protein	0		ABCIP7010_RS14780	manniia
6253	1	hypothetical protein	0		ABCIP7010_RS17070	manniia
6254	1	hypothetical protein	0		ABCIP7010_RS17075	manniia
6257	1	hypothetical protein	0		ABCIP7010_RS17770	manniia
6258	1	hypothetical protein	0		ABCIP7010_RS18310	manniia
6259	1	hypothetical protein	0		ABCIP7010_RS18315	manniia
6260	1	hypothetical protein	0		ABCIP7010_RS18320	manniia
6261	1	hypothetical protein	0		ABCIP7010_RS18335	manniia
6262	1	YqaE/Pmp3 family membrane protein	0		ABCIP7010_RS18340	manniia
6263	1	hypothetical protein	0		ABCIP7010_RS18345	manniia
6264	1	nickase	0		ABCIP7010_RS18350	manniia
6265	1	hypothetical protein	0		ABCIP7010_RS18355	manniia
6266	1	acyltransferase	0		KAB07_RS00430	KAB07
6267	1	hypothetical protein	0		KAB07_RS00435	KAB07
6268	1	hypothetical protein	0		KAB07_RS00565	KAB07
6269	1	hypothetical protein	0		KAB07_RS00570	KAB07
6270	1	hypothetical protein	0		KAB07_RS00590	KAB07
6271	1	IS5/IS1182 family transposase	0		KAB07_RS00720	KAB07
6274	1	restriction endonuclease	0		KAB07_RS03585	KAB07
6276	1	hypothetical protein	0		KAB07_RS03610	KAB07
6277	1	hypothetical protein	0		KAB07_RS03615	KAB07
